brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
Honda,CR-V Touring,2019,55100,Gasoline,1.5L I4 16V GDI DOHC Turbo,Automatic CVT,White,Gray,None reported,,28324
Porsche,Panamera S,2012,49000,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,,,41500
BMW,750 i,2009,74600,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,Yes,15000
Audi,A7 3.0T Premium,2019,45900,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,41500
Chrysler,200 Limited,2015,95271,E85 Flex Fuel,184.0HP 2.4L 4 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,,,12468
Ford,F-150 XL,2021,88883,Gasoline,2.7L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Agate Black Metallic,Black,None reported,Yes,33172
Dodge,Grand Caravan R/T,2013,43000,E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Red,Black,None reported,Yes,35000
Ford,Focus SE,2018,33700,E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,A/T,Gray,Black,At least 1 accident or damage reported,Yes,12000
RAM,2500 Big Horn,2016,95115,Diesel,6.7L I6 24V DDI OHV Turbo Diesel,6-Speed Automatic,Bright White Clearcoat,Diesel Gray / Black,None reported,Yes,43640
Lotus,Elise Base,2005,25250,Gasoline,190.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,M/T,Red,Black,,,44000
Chevrolet,Corvette Base,2007,20200,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Red,None reported,Yes,27500
Audi,allroad 2.0T Prestige,2013,104457,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,17900
McLaren,570S Spider,2018,8984,Gasoline,3.8L V8 32V MPFI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Vega Blue,Black,None reported,,171900
Chevrolet,Express 2500 Work Van,2017,76000,Gasoline,285.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,–,None reported,Yes,41400
Chevrolet,Traverse High Country,2020,56247,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Stone Gray Metallic,Jet Black,None reported,Yes,39244
Jeep,Wrangler S,1994,50750,–,–,5-Speed M/T,Blue,Gray,None reported,Yes,15000
Acura,ILX Technology Plus Package,2016,61000,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,21000
Chevrolet,Camaro 1LT,2019,9111,Gasoline,3.6L V6 GDI DOHC,8-Speed Automatic,Summit White,Jet Black,None reported,,27599
Lexus,ES 350 Base,2015,100900,Gasoline,3.5 Liter,Automatic,Matador Red Mica,Parchment,None reported,,21998
Ford,F-150 XLT,2021,24207,Gasoline,2.7L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Black,–,None reported,Yes,43430
Tesla,Model Y Long Range,2022,9411,,Dual Motor - Standard,Automatic,Silver,Black,None reported,,47998
Chevrolet,Corvette Z06,2006,21000,Gasoline,505.0HP 7.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,47500
Cadillac,CTS 3.6L Premium Luxury,2019,136150,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,22500
BMW,M3 Base,2009,78414,Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,28750
Mazda,Mazda3 FWD w/Preferred Package,2019,60800,Gasoline,186.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,None reported,Yes,19900
Ford,Maverick XLT,2022,16400,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Gray,Gray,None reported,Yes,34000
Toyota,Highlander Hybrid Limited,2018,62200,Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Brown,Beige,None reported,Yes,35707
BMW,X6 xDrive40i,2021,72903,Hybrid,3.0 Liter Turbo,SCHEDULED FOR OR IN PRODUCTION,Black Sapphire Metallic,Black,At least 1 accident or damage reported,,53998
Lincoln,Town Car Signature,2003,142215,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Beige,None reported,Yes,5000
Mercedes-Benz,SL-Class SL550 Roadster,2007,150000,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,8000
Ford,Mustang GT,1998,49170,Gasoline,225.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,12500
Chevrolet,Suburban 1500 LT,2015,167500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,18000
Ford,Fusion SE,2016,110450,Gasoline,231.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Brown,None reported,Yes,11000
Audi,S4 3.0T Premium Plus,2014,106000,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,23000
Chevrolet,Suburban Premier,2017,92728,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,34900
Ford,Bronco Big Bend,2022,17000,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,–,None reported,Yes,44000
Ford,F-250 XL,2016,75200,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,None reported,Yes,22000
Dodge,Challenger SRT Hellcat,2015,1800,Gasoline,707.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,64990
Toyota,Tacoma TRD Sport,2019,36283,Gasoline,3.5 Liter,Automatic,Barcelona Red,Black,None reported,,39598
Audi,Q5 S line Premium Plus,2023,6682,Hybrid,2.0 Liter TFSI,Automatic,Mythos Black Metallic,Rock Gray,None reported,,47798
Jeep,Wrangler Sport,2018,23399,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black Clearcoat,Black,None reported,,28999
Genesis,G80 3.8,2017,29720,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Brown,Beige,None reported,Yes,29500
Mercedes-Benz,SL-Class SL63 AMG Roadster,2009,56000,Gasoline,518.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,44850
Lexus,LX 570 Three-Row,2020,59419,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,None reported,Yes,73000
Kia,Stinger GT2,2018,69100,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,Yes,32500
Nissan,GT-R Premium,2021,22185,Gasoline,3.8L V6 24V MPFI DOHC Twin Turbo,6-Speed Automatic with Auto-Shift,Bayside Blue,Gray,None reported,Yes,131999
Chevrolet,Trailblazer SS,2008,29586,Gasoline,390.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,47900
Chevrolet,Silverado 2500 WT,2021,63866,Gasoline,6.6L V8 16V GDI OHV,Automatic,Silver Ice Metallic,Jet Black,None reported,Yes,41885
Chevrolet,Suburban LTZ,2016,135484,Gasoline,5.3L V8 16V GDI OHV,6-Speed Automatic,Tungsten Metallic,Cocoa / Dune,,,29748
Mercedes-Benz,E-Class E 350,2014,78500,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,17900
BMW,M3 Base,2012,7982,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Red,,,51900
Bentley,Continental GT V8,2022,1795,Gasoline,"4L V-8 gasoline direct injection, DOHC, variable valve control,",Automatic,Onyx Black,Beluga,None reported,,269991
Volkswagen,Golf R Base,2022,1067,Gasoline,315.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Blue,None reported,Yes,48000
Ford,Explorer Limited,2017,152000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,15499
Honda,Odyssey LX,2011,185000,Gasoline,248.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Purple,–,None reported,Yes,8900
Dodge,Ram 2500 SLT Mega Cab,2007,97724,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,A/T,Red,Gray,None reported,Yes,19998
Honda,Civic Sport,2020,22227,Gasoline,2.0L I4 16V MPFI DOHC,Automatic CVT,Red,Black,,,25980
Honda,Civic LX,2016,111000,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,13000
Ford,F-250 XLT,2019,32268,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,None reported,Yes,46500
Nissan,Pathfinder SV,2019,122009,Gasoline,3.5 Liter,Automatic,Gray,Black,None reported,,18998
Land,Rover Range Rover HSE SWB,2020,57785,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Black,None reported,Yes,63995
BMW,M3 Base,2002,204884,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,21500
Hummer,H2 Base,2003,179400,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Brown,At least 1 accident or damage reported,Yes,15000
Mazda,RX-8 R3,2009,57000,Gasoline,232.0HP 1.3L Rotary engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,14000
Lexus,LX 570 Three-Row,2021,25997,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Brown,None reported,Yes,87000
Chevrolet,Suburban Z71,2022,36555,Gasoline,5.3L V8 16V GDI OHV,Automatic,Summit White,Jet Black,None reported,Yes,64288
Mercedes-Benz,S-Class S 580 4MATIC,2023,989,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,Black,Black,None reported,Yes,122950
Chevrolet,Corvette Base,2007,28514,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Gray,None reported,Yes,32000
Ford,Mustang GT Premium,2019,10400,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Gray,None reported,Yes,40000
Chevrolet,Equinox Premier w/2LZ,2020,51133,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Iridescent Pearl Tricoat,Jet Black,At least 1 accident or damage reported,,25800
Chevrolet,Camaro Z28,1999,58800,Gasoline,305.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,15000
Land,Rover Discovery HSE,2018,85000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,33000
Jeep,Wrangler SE,2000,95200,Gasoline,120.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,11999
Toyota,Highlander XLE,2015,68575,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,26000
Chevrolet,Corvette Grand Sport,2011,12300,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,45000
Chevrolet,Corvette Stingray,2018,13900,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,54490
Mercedes-Benz,SLK-Class SLK230 Kompressor,2001,58800,Gasoline,190.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,9000
Nissan,Juke NISMO RS,2016,30700,Gasoline,215.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,21500
Porsche,911 Carrera C2S,2005,104000,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,44800
Chevrolet,Colorado LT,2019,139116,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Red,Jet Black,At least 1 accident or damage reported,Yes,24899
Porsche,Macan S,2019,36700,Gasoline,348.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Blue,At least 1 accident or damage reported,Yes,48990
Mercedes-Benz,GLE 350 Base 4MATIC,2022,24500,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,Yes,82150
Toyota,Land Cruiser Base,2017,65000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,At least 1 accident or damage reported,Yes,65000
BMW,X6 xDrive40i,2021,27654,Hybrid,3.0 Liter Turbo,Automatic,Mineral White,Black,None reported,,61998
Rivian,R1S Adventure Package,2023,542,,835.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,92500
Toyota,Highlander Platinum,2020,41000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,38700
Mercedes-Benz,SL-Class SL 63 AMG,2011,47400,Gasoline,518.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,41000
Ford,Thunderbird Deluxe,2002,40110,Gasoline,252.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Yellow,Black,None reported,Yes,18500
RAM,2500 Big Horn,2014,124700,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,–,None reported,Yes,30000
Ford,F-350 XLT,2013,31000,E85 Flex Fuel,316.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Gray,At least 1 accident or damage reported,Yes,35000
Toyota,RAV4 Prime XSE,2022,7100,Plug-In Hybrid,302.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Gray,Black,None reported,Yes,49000
Jeep,Grand Cherokee Limited,2018,91677,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,None reported,,26816
Ford,Focus SE,2009,107500,Gasoline,132.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,9500
Porsche,911 Carrera 4 GTS,2023,1518,Gasoline,473.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,Brown,None reported,Yes,194965
Chevrolet,Corvette Stingray w/2LT,2023,5200,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,88900
Ford,F-150 XLT SuperCab,1999,48054,Gasoline,220.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,9500
Porsche,Macan Base,2018,87500,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,28000
Acura,ZDX Base,2012,106335,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,19000
Chevrolet,Suburban Premier,2017,133598,Gasoline,5.3L V8 16V GDI OHV,6-Speed Automatic,Siren Red Tintcoat,Jet Black,At least 1 accident or damage reported,Yes,29999
Chevrolet,Traverse Premier,2018,68455,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Silver Ice Metallic,Jet Black,None reported,Yes,30989
Mercedes-Benz,E-Class E 400,2018,28690,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,38880
BMW,M3 Base,2012,83000,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Red,At least 1 accident or damage reported,Yes,31000
Ford,F-250 XLT,2019,38600,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Blue,–,None reported,Yes,54500
Toyota,Highlander SE,2019,92000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,30000
Saturn,Sky Red Line,2009,134000,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Black,At least 1 accident or damage reported,Yes,9500
Lexus,LS 460 Base,2012,103000,Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,20500
Honda,CR-V LX,2004,176261,Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,M/T,Gray,Gray,None reported,Yes,3750
Ford,Mustang GT Premium,2010,58500,Gasoline,315.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Red,At least 1 accident or damage reported,Yes,20000
Ford,F-250 Limited,2018,64000,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,A/T,Red,Beige,None reported,Yes,64000
Porsche,Boxster Black Edition,2016,24881,Gasoline,265.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,49999
Chevrolet,Corvette Base,1998,134000,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,11500
Ford,Explorer XLT,2013,82900,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,16000
BMW,Z4 3.0si,2008,59257,Gasoline,255.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,18200
Lexus,RX 350 F Sport,2016,81400,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,At least 1 accident or damage reported,Yes,26000
Hyundai,Accent SEL,2022,5100,Gasoline,120.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,19500
Ford,Expedition Max XLT,2020,67072,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Purple,Black,None reported,Yes,38500
BMW,328 i xDrive,2016,65000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,19500
Ford,Fusion SE,2014,80800,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,10000
Ford,F-150 XLT,2020,53401,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,39500
Ford,F-150 Platinum,2021,15555,Gasoline,5.0L 8 Cylinder,10-Speed Automatic,Blue,Black,None reported,Yes,62890
Dodge,Ram 1500 SLT Mega Cab,2006,201509,Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,11000
Honda,Civic EX,2013,107000,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,14000
Land,Rover Range Rover Velar P250 S R-Dynamic,2020,30500,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,None reported,Yes,44000
Toyota,Tacoma Base,2011,36000,Gasoline,159.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gray,Gray,None reported,Yes,20000
Ford,F-250 XLT,2019,38514,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Gray,At least 1 accident or damage reported,Yes,45998
Mercedes-Benz,Sprinter 2500 Standard Roof,2022,4590,Gasoline,188.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,64000
RAM,2500 Big Horn,2019,97000,Diesel,370.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,45000
BMW,328 i xDrive,2011,110000,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,6000
Ford,Explorer XLT,2017,53000,E85 Flex Fuel,290.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,25000
Chevrolet,Suburban LTZ,2016,110000,E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Brown,Brown,None reported,Yes,30999
Mazda,MX-5 Miata Sport,2006,218000,Gasoline,170.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,4999
INFINITI,G35 Base,2003,106500,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Beige,None reported,Yes,9500
Chevrolet,Express 2500 Work Van,2012,140500,E85 Flex Fuel,324.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,11800
Ford,Explorer Eddie Bauer,2010,144200,Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Beige,None reported,Yes,9999
Chevrolet,Suburban RST,2022,21400,Diesel,277.0HP 3.0L Straight 6 Cylinder Engine Diesel Fuel,10-Speed A/T,Gray,Black,None reported,Yes,69000
Mercedes-Benz,GL-Class GL 550 4MATIC,2015,130000,Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None reported,Yes,24500
Ford,Focus SE,2012,108045,Gasoline,160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Gray,None reported,Yes,6500
Subaru,Crosstrek Premium,2022,10000,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,None reported,Yes,28000
Hyundai,Genesis Coupe 3.8 Track,2011,75000,Gasoline,306.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,At least 1 accident or damage reported,Yes,12000
Chrysler,Town & Country LX,2009,73500,Gasoline,170.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,7858
Porsche,Panamera Turbo,2018,29850,Gasoline,550.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Red,None reported,Yes,89750
Honda,Pilot EX-L,2016,135350,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,19900
Mercedes-Benz,GLC 300 GLC 300,2022,16983,Gasoline,2.0 Liter Turbo,Automatic,Black,Black,None reported,,40998
Audi,A8 L 55,2019,35580,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Black,None reported,Yes,49500
Ford,Edge SE,2020,71200,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,18900
Dodge,Durango GT,2022,24778,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Octane Red Pearlcoat,Black,At least 1 accident or damage reported,,36599
BMW,328 i,2015,109330,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,13349
Alfa,Romeo Stelvio Ti,2023,6645,Gasoline,2.0L I4 16V GDI SOHC Turbo,8-Speed Automatic,Alfa White,Black,None reported,,43900
Mercedes-Benz,GL-Class GL 450 4MATIC,2007,90400,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Beige,None reported,Yes,10199
Ford,Ranger XLT SuperCab,2002,192100,Gasoline,207.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gold,Beige,At least 1 accident or damage reported,Yes,6450
BMW,M3 CS,2018,32000,Gasoline,453.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,70000
Volkswagen,Golf GTI 2.0T Autobahn,2022,6400,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,41500
Toyota,4Runner SR5 Premium,2021,36180,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,–,None reported,Yes,36990
GMC,Yukon SLT,2014,142400,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,At least 1 accident or damage reported,Yes,13500
Cadillac,ATS 2.0L Turbo Luxury,2016,83000,Gasoline,272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Beige,None reported,Yes,16500
Nissan,Xterra S,2012,80000,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,14800
Ford,Bronco Badlands,2021,32437,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,51000
BMW,328 i,2011,67500,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,18000
