brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
Chevrolet,Silverado 2500 High Country,2022,16000,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,73995
Nissan,Altima 2.5 SV,2020,22295,Gasoline,2.5L I4 16V GDI DOHC,Automatic CVT,Scarlet Ember,Gray,None reported,,23599
Bentley,Continental GT V8,2020,33000,Gasoline,542.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,188500
Toyota,Sequoia Platinum,2023,1025,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Black,Black,None reported,Yes,85000
Acura,TL Technology,2013,89190,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,White,At least 1 accident or damage reported,Yes,15499
Toyota,Highlander Limited,2020,53550,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Blue,Gray,None reported,Yes,39687
Ford,Edge SEL,2021,56946,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Silver,Ebony,None reported,Yes,26299
Jaguar,F-TYPE R,2016,11684,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,54900
GMC,Yukon XL Denali,2018,45617,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,51000
Chevrolet,Suburban LT,2018,75466,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,34500
Maserati,Levante GTS,2021,19513,Gasoline,3.8L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Black,Red / Black,At least 1 accident or damage reported,Yes,84645
Subaru,Outback Limited,2021,15636,Gasoline,2.5L H4 16V GDI DOHC,Automatic CVT,Crystal Black Silica,Black,None reported,,33531
Mercedes-Benz,S-Class S 450,2018,69600,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,40888
Mercedes-Benz,GL-Class GL 450,2011,138050,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,16500
Ford,F-250 Lariat,2017,132269,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Gray,Black,None reported,Yes,35900
Hyundai,Palisade Limited,2020,45815,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,37700
Ford,F-150 XLT,2021,25352,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Gray,Black,None reported,Yes,48459
Mercedes-Benz,R-Class R 350 4MATIC,2008,120000,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,8995
Chevrolet,Camaro 2SS,2018,75151,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,45000
Jeep,Wrangler Sport,2016,74139,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,23000
Chevrolet,1500 Cheyenne,1994,170443,–,–,A/T,Red,–,At least 1 accident or damage reported,Yes,6000
Jaguar,XJ6 Vanden Plas,1995,70000,–,–,A/T,Gold,–,None reported,Yes,19000
BMW,550 i xDrive,2012,68500,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,17800
Lexus,GX 460 Luxury,2020,37366,Gasoline,4.6L V8 32V MPFI DOHC,6-Speed Automatic,White,–,,,51890
Tesla,Model S Long Range,2021,35315,,670.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Black,None reported,Yes,66900
Volkswagen,Jetta 1.4T SE,2017,61000,Gasoline,150.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,15995
Jeep,Grand Cherokee Limited,2022,12050,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Bright White Clearcoat,Global Black,None reported,,41599
Jaguar,XK8 Base,2001,150000,Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Green,White,At least 1 accident or damage reported,Yes,9875
Porsche,Macan S,2016,46200,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,At least 1 accident or damage reported,Yes,41500
Mercedes-Benz,E-Class E 350,2014,88000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,15500
Mercedes-Benz,GL-Class GL 450 4MATIC,2015,47000,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,30089
Land,Rover Range Rover 3.0L Supercharged HSE,2017,50340,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,47000
Mercedes-Benz,E-Class E 350 4MATIC,2010,67800,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,13999
Dodge,Dakota Sport,2002,150000,Gasoline,175.0HP 3.9L V6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Gray,At least 1 accident or damage reported,Yes,5500
Chevrolet,Camaro ZL1,2018,13500,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,54000
Hummer,H3 Base,2007,101750,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,12900
Honda,Odyssey EX-L,2022,18385,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Beige,None reported,Yes,37950
Nissan,350Z Touring,2008,123500,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Beige,At least 1 accident or damage reported,Yes,13500
GMC,Savana 2500 Work Van,2017,117000,E85 Flex Fuel,342.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Silver,None reported,Yes,38000
Mercedes-Benz,E-Class E 350 4MATIC,2010,86121,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,13600
Lexus,GX 460 Premium,2020,22466,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,45900
Nissan,Titan XD SV,2017,80000,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,23800
Chrysler,300 Touring,2020,23152,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,Yes,28250
Dodge,Charger R/T,2006,91300,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Yellow,–,None reported,Yes,9200
Nissan,Pathfinder SL,2020,45000,Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,None reported,Yes,28999
Rivian,R1S Launch Edition,2023,1885,,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Green,White,None reported,Yes,93500
Ford,Explorer Platinum,2018,73049,Gasoline,3.5L V6 24V GDI DOHC Twin Turbo,6-Speed Automatic,Gray,Ebony Black,At least 1 accident or damage reported,Yes,30510
Nissan,Titan SV,2021,7250,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,38000
Jaguar,E-PACE S,2019,44000,Gasoline,246.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,29000
Ford,F-150 FX4,2014,85500,Gasoline,411.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,26900
GMC,Acadia Denali,2021,18083,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Ebony Twilight Metallic,Jet Black,None reported,Yes,43999
Lamborghini,Murcielago Base,2005,22703,Gasoline,571.0HP 6.2L 12 Cylinder Engine Gasoline Fuel,M/T,Black,Black,None reported,Yes,220000
Chevrolet,Camaro 1LT,2011,111000,Gasoline,312.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,10900
GMC,Acadia SLT-2,2013,115000,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Brown,None reported,Yes,14000
Chevrolet,Malibu Premier,2021,33400,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,28000
Toyota,Sequoia SR5,2007,136000,Gasoline,273.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,12500
Lexus,IS 350 F Sport,2021,26800,Gasoline,311.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,Yes,44000
Tesla,Model Y Performance,2022,30000,,455.0HP Electric Motor Electric Fuel System,A/T,White,White,None reported,Yes,51999
Dodge,Challenger SRT8,2008,251634,Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,10500
Chrysler,300 Touring,2005,119000,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,3500
Cadillac,Escalade Sport Platinum,2021,28121,Gasoline,6.2L V8 16V GDI OHV,10-Speed Automatic,Black Raven,Jet Black,None reported,,89000
Chrysler,Town & Country Touring,2009,111000,Gasoline,197.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,7900
Mazda,CX-5 Touring,2016,116500,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Blue Reflex Mica,Black,None reported,Yes,14311
Acura,TL 3.2,2005,199296,Gasoline,270.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,4900
Chevrolet,Corvette Z06 w/2LZ,2023,202,Gasoline,670.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,179000
Tesla,Model Y Performance,2021,11200,,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Black,None reported,Yes,47500
Volvo,XC40 T5 Momentum,2020,56536,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,White,Charcoal,None reported,,26599
Chevrolet,Camaro 2SS,2016,49600,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,32500
Acura,TLX Type S PMC Edition,2023,13600,Gasoline,355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,White,None reported,Yes,65000
Volkswagen,Eos 2.0T,2007,59700,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,White,None reported,Yes,10000
Dodge,Charger R/T Scat Pack,2018,19000,Gasoline,485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Purple,Gray,None reported,Yes,44888
Chevrolet,Corvette Z06,2002,17300,Gasoline,405.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,33999
Mercedes-Benz,CLA-Class CLA 250,2014,91140,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,13500
BMW,M5 Base,2015,33000,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,65000
Jeep,Wrangler Unlimited Sport,2019,52775,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,39799
Mitsubishi,Lancer Sportback ES,2011,113000,Gasoline,148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Black,None reported,Yes,5800
Porsche,Macan Base,2022,13000,Gasoline,261.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,60000
Mercedes-Benz,CLK-Class CLK 350,2009,77925,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,16500
Dodge,Challenger SRT8,2011,106500,–,–,5-Speed A/T,White,White,At least 1 accident or damage reported,Yes,22500
Mazda,Mazda3 Grand Touring,2018,15175,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Snowflake White Pearl Metallic,Parchment,At least 1 accident or damage reported,,19212
Audi,A3 2.0T Premium,2017,137000,Gasoline,186.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Gray,None reported,Yes,10995
BMW,528 i,2015,111000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,–,At least 1 accident or damage reported,Yes,15000
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,49208,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,62425
Audi,S5 3.0T Prestige,2018,44000,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,39000
Porsche,718 Boxster Base,2017,26000,Gasoline,300.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,45500
Chevrolet,Corvette Stingray w/2LT,2020,1800,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,76000
Lamborghini,Urus Pearl Capsule,2021,3771,Gasoline,"4L V-8 gasoline direct injection, DOHC, variable valve control,",Automatic,Grigio Nimbus,Bianco Polar,None reported,,259991
Maserati,Quattroporte S,2012,50000,Gasoline,425.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,26497
Subaru,Impreza 2.0i,2018,93000,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Black,At least 1 accident or damage reported,Yes,16000
Mercedes-Benz,AMG GT C,2020,15000,Gasoline,550.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,129000
Mazda,Mazda6 i Touring,2016,119500,Gasoline,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,15000
Porsche,Macan S,2016,50000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Red,None reported,Yes,36000
Porsche,Panamera 4,2011,85000,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,,,21500
Genesis,G70 3.3T Advanced,2019,48000,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,29999
Jeep,Wrangler Sport,2021,11756,Gasoline,"2L I-4 gasoline direct injection, DOHC, intercooled turbo, engin",Automatic,Granite Crystal Metallic Clearcoat,Black,At least 1 accident or damage reported,,33400
Audi,Q5 2.0T Premium Plus,2018,50400,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,28500
BMW,335 i xDrive,2012,153600,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,17500
Land,Rover Range Rover P530 SE,2023,1869,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,Automatic,Eiger Grey,Deep Garnet,None reported,Yes,164725
Dodge,Durango SRT 392,2022,31917,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,64683
BMW,M3 Base,2016,56235,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Orange,None reported,Yes,50500
Ford,Fiesta ST,2019,28724,Gasoline,197.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,18300
Lincoln,MKS Base,2015,124400,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,9500
Chevrolet,Tahoe Premier,2020,137000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,46000
Ferrari,F430 Berlinetta,2005,38686,Gasoline,483.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,99999
Ford,F-250 Platinum,2022,6600,Gasoline,430.0HP 7.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,72900
Mercedes-Benz,SLK-Class SLK280 Roadster,2007,67200,Gasoline,228.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,11500
Porsche,Macan,2021,16554,Gasoline,2.0 Liter,Automatic,White,Beige,None reported,,51698
BMW,X5 PHEV xDrive45e,2023,15736,Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Blue,Brown,None reported,Yes,67900
Mercedes-Benz,E-Class E500,2005,153460,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Gold,At least 1 accident or damage reported,Yes,5800
Acura,TL 3.7,2012,70000,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,15051
Hyundai,Equus Signature,2011,143898,Gasoline,378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Brown,None reported,Yes,9950
Mercedes-Benz,SL-Class SL500 Roadster,2003,26190,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,22000
Toyota,Land Cruiser Base,2000,209193,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,15900
RAM,2500 Big Horn,2018,27839,Gasoline,6.4L V8 16V MPFI OHV,6-Speed Automatic,Granite Crystal Clearcoat Metallic,Diesel Gray / Black,None reported,Yes,41688
Chevrolet,Silverado 2500 WT,2018,141195,E85 Flex Fuel,6.0L V8 16V MPFI OHV Flexible Fuel,6-Speed Automatic,Summit White,Dark Ash,,,28499
Porsche,Macan S,2022,20250,Gasoline,375.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,68500
Jeep,Grand Cherokee L Limited,2022,18333,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,None reported,,41599
Mercedes-Benz,E-Class E 350,2014,35000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Beige,None reported,Yes,29998
Dodge,Magnum Base,2006,133255,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,4000
Porsche,Macan Turbo,2021,14526,Gasoline,2.9 Liter Turbo,Automatic,Black,–,None reported,,79998
Mercedes-Benz,E-Class E 550,2014,43690,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,23500
Porsche,Macan S,2020,29136,Gasoline,3.0 Liter Turbo,Automatic,White,Red,None reported,,58598
Cadillac,XT5 Luxury,2017,72060,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Stellar Black Metallic,Shara Beige,None reported,,24590
Toyota,Tundra Platinum,2023,8800,Gasoline,389.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,68500
Nissan,Versa 1.6 SL,2015,85768,Gasoline,109.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,8250
Mercedes-Benz,AMG GT 53 Base,2022,2235,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,110000
Buick,Enclave Avenir,2019,121521,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Dark Slate Metallic,Ebony / Ebony Accents,None reported,Yes,26772
Porsche,911 GT3,2015,23700,Gasoline,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,144940
BMW,328 i,2013,124000,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,11900
Acura,ILX Premium Package,2018,32260,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,20999
Lexus,GX 460 Base,2015,92000,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,28000
Toyota,Land Cruiser Base,2010,269885,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,22500
Chevrolet,Corvette Base,2008,51855,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Red,None reported,Yes,35900
Mazda,Mazda6 i Touring,2015,124000,Gasoline,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,At least 1 accident or damage reported,Yes,12900
Jaguar,F-TYPE R,2015,26000,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Red,None reported,Yes,52500
Audi,A3 2.0T Premium,2018,36500,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Silver,At least 1 accident or damage reported,Yes,25500
Chevrolet,Camaro 2SS,2022,1400,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,54900
Jeep,Wrangler Unlimited Sport S,2018,17000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,38500
Honda,Civic Sport,2021,42750,Gasoline,1.5L I4 16V GDI DOHC Turbo,Automatic CVT,Black,Black,None reported,Yes,25698
Porsche,Cayman Base,2011,67998,Gasoline,265.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,None reported,Yes,30000
Ford,Mustang GT,2008,64500,Gasoline,300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Red,At least 1 accident or damage reported,Yes,16000
Toyota,FJ Cruiser Base,2007,102000,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,24900
Land,Rover Discovery SE,2004,145000,Gasoline,217.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None reported,Yes,15500
Porsche,718 Boxster S,2018,50000,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,55000
Chevrolet,Corvette Base,2004,37622,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,25500
Toyota,Avalon Limited,2006,89987,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Green,Beige,None reported,Yes,9499
INFINITI,QX80 Base,2015,136390,Gasoline,5.6L V8 32V GDI DOHC,7-Speed Automatic,Black Obsidian,Black,None reported,Yes,20470
Cadillac,DeVille Base,1994,90000,–,–,A/T,Green,Beige,At least 1 accident or damage reported,Yes,2990
Chevrolet,Camaro 2SS,2015,27000,Gasoline,426.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,33000
Jeep,Liberty Renegade,2004,144770,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Beige,Beige,At least 1 accident or damage reported,Yes,6500
Toyota,4Runner Trail,2011,157000,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,23500
BMW,328 i xDrive,2010,132000,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,8500
Ford,Excursion Limited Ultimate,2002,137000,Diesel,250.0HP 7.3L 8 Cylinder Engine Diesel Fuel,4-Speed A/T,Gold,Gold,None reported,Yes,15000
Lexus,IS 300 Base,2018,50992,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,28000
Cadillac,CTS Performance,2010,105760,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,12900
Lexus,LC 500 Base,2018,29800,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,68495
BMW,540 i xDrive,2019,21000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,At least 1 accident or damage reported,Yes,42000
Chevrolet,Corvette Base,1998,152195,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,9900
Hummer,H2 Base,2006,169900,Gasoline,325.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Orange,Black,At least 1 accident or damage reported,Yes,16900
Volvo,XC90 3.2,2008,196000,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,6499
Jeep,Wrangler Unlimited Sahara,2009,180036,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,9100
Land,Rover Discovery HSE LUXURY,2017,57918,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,33500
BMW,340 i,2017,98600,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,26500
Ford,F-250 Lariat,2018,120000,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,55000
BMW,M3 Competition,2022,14269,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Orange,None reported,Yes,80000
Lexus,LC 500 Base,2022,6875,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,89000
